2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
74292000,100028000,79541000,76139000,86058000,99584000,57021000,102196000,123614000,90969000,62770000,94109000,90534000,83014000,86946000,207569000,40410000
