2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
58.657,72.748,76.109,126.86,72.658,75.053,79.088,78.142,81.766,82.889,84.156,86.737,87.963,90.863,91.341,94.239,101.151
